,고객번호,H1,H2,H3,H4,성별,연령대,거주지역
465,00466,34492541,68168593,43069831,49478860,F,60세이상,460
466,00467,7188460,3850722,4068721,5265596,F,60세이상,055
467,00468,14449900,12287157,14682690,12344891,F,60세이상,210
468,00469,9892320,8392050,3890490,3257380,F,60세이상,100
469,00470,2378120,1904539,1567197,2457031,F,60세이상,100
470,00471,21586140,29124060,39786390,46638960,F,60세이상,055
471,00472,1612107,1579920,2189485,3342106,M,60세이상,055
472,00473,3221275,3256961,2926866,3739109,F,60세이상,210
473,00474,25672578,28435462,20910563,32717525,F,60세이상,010
474,00475,10393935,5523145,5255828,6546814,F,60세이상,460
475,00476,2880249,3605016,3974590,3182673,F,60세이상,410
476,00477,19972466,99221895,53811190,31156440,M,60세이상,100
477,00478,54124120,75573422,80061138,36827325,F,60세이상,460
478,00479,3299113,1890280,2417205,2338598,F,60세이상,055
479,00480,24478774,24991392,25524597,31467090,F,60세이상,540
480,00481,16908210,23956614,15106255,13937762,F,60세이상,100
481,00482,1612707,2430155,2277173,4312370,F,60세이상,210
482,00483,2218090,1353920,2250890,2321070,F,60세이상,100
483,00484,10574272,10005137,7440680,13631930,F,60세이상,072
484,00485,24116120,32348110,35380640,28755900,F,60세이상,440
485,00486,33684500,39699550,35390530,32802100,F,60세이상,460
486,00487,2349685,2902598,3307118,3563008,F,60세이상,055
487,00488,2857905,3810194,3037754,3040765,F,60세이상,030
488,00489,16237790,18426220,15651650,15239249,F,60세이상,100
489,00490,5700260,5735690,7864950,9349290,F,60세이상,100
490,00491,4122110,4414060,2339920,4335500,F,60세이상,060
491,00492,15367300,22097760,8372840,24537190,F,60세이상,100
492,00493,2799053,4041782,3912110,3264596,F,60세이상,270
493,00494,11611051,7548989,7839814,27845850,M,60세이상,100
494,00495,1781201,1190022,1876454,1641806,F,60세이상,072
495,00496,4621240,4950860,6254940,4830730,F,60세이상,043
496,00497,2910051,2790855,3733226,3133541,F,60세이상,270
497,00498,2283466,3035261,3749564,2676546,F,60세이상,055
498,00499,1785102,881229,2135823,2056419,F,60세이상,100
499,00500,4863853,4048631,5374686,3947546,F,60세이상,100
500,00501,24274730,59697210,26099830,25699640,F,60세이상,460
501,00502,16274555,14211103,19349818,9730288,F,60세이상,060
502,00503,15460952,22489076,35966201,21009625,F,60세이상,055
503,00504,28549550,21857030,25498304,26703932,F,60세이상,049
504,00505,87316475,54267177,33509337,80594436,F,60세이상,055
505,00506,7493202,4765801,12852256,6918152,F,60세이상,100
506,00507,9866410,8783730,6682700,9706660,M,60세이상,100
507,00508,44854767,57832462,36208196,28884270,M,60세이상,460
508,00509,10563230,15956400,10463730,9598810,F,60세이상,100
509,00510,31665746,17523214,14760064,14983730,F,60세이상,610
510,00511,2142634,2679916,2269797,1766778,F,60세이상,100
511,00512,1585507,1639904,2482418,2379061,F,60세이상,055
512,00513,10666100,22283640,7959390,52126630,F,60세이상,460
513,00514,3104302,3606593,3290977,6802797,F,60세이상,047
514,00515,19180350,16664334,17885114,11338624,F,60세이상,500
515,00516,2698473,2233680,2684259,2662111,F,60세이상,
516,00517,8577890,18239190,15740280,8427102,M,60세이상,100
517,00518,49241955,33432207,18075612,29291645,F,60세이상,047
518,00519,2470310,9365870,14021030,17546403,F,60세이상,500
519,00520,23995060,14224250,8454490,12406526,M,60세이상,460
520,00521,47463678,26706038,41292654,51334371,F,60세이상,055
521,00522,3972842,7714120,11226508,3516942,F,60세이상,055
522,00523,4997458,3479699,4560837,4198404,F,60세이상,610
523,00524,4761927,4105655,4710603,2285016,F,60세이상,055
524,00525,11629730,9243454,7838918,15538676,F,60세이상,460
525,00526,21969736,13867936,7638115,13106430,F,60세이상,055
526,00527,3694673,2206177,1616345,1372046,F,60세이상,016
527,00528,856348,1083163,1250246,1190568,F,60세이상,055
528,00529,107515551,49188085,47248215,16959192,F,60세이상,460
529,00530,3890765,5489208,3711880,5827220,M,60세이상,049
530,00531,5717091,12915710,9157600,8435467,M,60세이상,055
531,00532,16221960,17784330,24801420,27367288,F,60세이상,055
532,00533,2355278,2836821,2579329,2993648,M,60세이상,100
533,00534,3599120,6903960,3551560,6844660,F,60세이상,100
534,00535,33037283,26098684,35143775,56510908,F,60세이상,460
535,00536,1649390,1456740,1546952,1766438,F,60세이상,027
536,00537,1682057,1849964,2458334,2083037,F,60세이상,100
537,00538,7646840,24507120,10191220,13591010,F,60세이상,100
538,00539,11893930,8329883,6164270,10906244,F,60세이상,460
539,00540,3828056,3006499,2361087,3596955,F,60세이상,100
540,00541,3018708,4513098,3735909,4780266,F,60세이상,055
541,00542,2275937,7179994,3599230,2654251,F,60세이상,100
542,00543,6131108,4920370,5632851,6616228,M,60세이상,055
543,00544,29782470,17029568,18255252,16070040,F,60세이상,016
544,00545,9116860,12914130,5736878,29206850,F,60세이상,100
545,00546,46144190,13242530,54639940,37778410,F,60세이상,043
546,00547,59779185,32692199,22516901,22273093,M,60세이상,065
547,00548,8313672,9718359,13883589,12275373,F,60세이상,024
548,00549,13483210,10289030,10667470,11397220,F,60세이상,460
549,00550,1656184,6461263,15699999,19896297,M,60세이상,460
550,00551,2752778,3495036,4211711,4095014,F,60세이상,049
551,00552,5461148,5559710,3434749,6158216,F,60세이상,082
552,00553,9053790,19249300,12775870,13493290,M,60세이상,100
553,00554,25020110,24807070,34415590,21282686,F,60세이상,055
554,00555,4289235,4768665,6688595,4851118,F,60세이상,055
555,00556,5110837,3908648,3430751,2529291,F,60세이상,049
556,00557,4345926,3323418,3574700,2621670,F,60세이상,310
557,00558,4100779,2849370,4383280,2914270,F,60세이상,100
558,00559,24500340,48810690,17388480,28052508,M,60세이상,060
559,00560,19999099,21277466,28905900,32272120,F,60세이상,072
560,00561,14150009,14050531,22750818,22511022,F,60세이상,210
561,00562,142225590,239807820,90691360,56075410,F,60세이상,100
562,00563,4732633,4646340,5596201,5355860,F,60세이상,460
563,00564,18224983,33484860,18000366,19163492,F,60세이상,100
564,00565,27105520,28711380,21194060,22996560,F,60세이상,540
565,00566,25005758,5489790,19617050,27295570,F,60세이상,055
566,00567,21043640,11312292,24210381,6614881,F,60세이상,055
567,00568,614170,1472842,2014440,2227443,F,60세이상,610
568,00569,6035660,11110730,7177474,6199320,M,60세이상,100
569,00570,1893558,2233622,1968847,1112871,M,60세이상,100
570,00571,16870370,18115974,20818840,11572975,F,60세이상,055
571,00572,5051171,10067306,45856838,12850850,F,60세이상,055
572,00573,3677824,9479759,12113188,11007933,F,60세이상,013
573,00574,25399047,8907241,8302848,7538752,F,60세이상,016
574,00575,5050371,8032322,10843601,6804454,F,60세이상,100
575,00576,10174135,19013433,16401548,21157548,F,60세이상,100
576,00577,9311770,12641722,12773208,12221510,F,60세이상,060
577,00578,37249416,26491048,22462417,19984042,F,60세이상,055
578,00579,745949,493530,826878,276740,M,60세이상,210
579,00580,2866420,4162259,4557980,3538288,F,60세이상,024
580,00581,2023906,2043820,2668150,1881506,F,60세이상,100
581,00582,5080570,2338320,3034880,2006460,F,60세이상,460
582,00583,1771358,1765866,1231965,1263513,F,60세이상,049
583,00584,10153032,6635263,6909580,3738220,F,60세이상,016
584,00585,35283040,83073488,49160053,45928670,F,60세이상,055
585,00586,19233420,17257630,11553950,15822820,F,60세이상,069
586,00587,16682200,23629570,14138970,36054590,F,60세이상,045
587,00588,39018644,36888072,24146905,9470143,F,60세이상,060
588,00589,10808757,6444172,5237484,7835865,F,60세이상,360
589,00590,967880,1911830,2604979,3759696,F,60세이상,460
590,00591,1444379,1536757,1592536,1604336,F,60세이상,100
591,00592,3248423,5388690,4398998,3908877,M,60세이상,410
592,00593,8614230,7116670,8656420,24744080,F,60세이상,460
593,00594,25005100,57653220,64271530,63461410,F,60세이상,210
594,00595,5971760,3810830,3406370,10867920,F,60세이상,075
595,00596,27450640,20713320,18301720,7772680,F,60세이상,069
596,00597,15407221,11318389,7850002,9969012,F,60세이상,340
597,00598,2532118,2153610,1809010,3556297,F,60세이상,016
598,00599,11141712,12247757,8132354,18989199,F,60세이상,100
599,00600,4440762,11924750,8023957,6842771,M,60세이상,100
600,00601,8219990,5755850,7150170,5435360,F,60세이상,055
601,00602,8570810,19989535,15969658,30995903,M,60세이상,055
602,00603,14027813,26347338,15237120,4341382,F,60세이상,065
603,00604,8100320,4581816,5289000,9328316,F,60세이상,016
604,00605,1434506,1419793,1286675,893506,F,60세이상,610
605,00606,37740110,25872860,5815740,10552717,F,60세이상,610
606,00607,3975518,5501457,3838225,5110913,F,60세이상,016
607,00608,43798995,22161070,18903443,33910832,F,60세이상,055
608,00609,1224085,1729537,1552225,2017154,F,60세이상,610
609,00610,9423630,170074650,11714180,14484030,F,60세이상,410
610,00611,16432960,12627776,13836089,16317220,M,60세이상,340
611,00612,15071980,22215220,5359080,6449499,F,60세이상,036
612,00613,13601719,19917622,19993254,12766342,F,60세이상,610
613,00614,19509596,12388500,17651470,16320541,F,60세이상,060
614,00615,6338592,6228000,9313112,4054112,F,60세이상,016
615,00616,1803518,2673062,2393316,1922333,F,60세이상,100
616,00617,20641346,25003376,21266702,32722091,F,60세이상,055
617,00618,7418570,15019940,7132618,42999397,F,60세이상,060
618,00619,3525420,4291107,5223687,1876934,F,60세이상,460
619,00620,18788410,24982370,36663160,18860730,F,60세이상,016
620,00621,1566294,2145794,1464486,1924339,F,60세이상,100
621,00622,27907580,8015107,6442280,6758035,F,60세이상,060
622,00623,1770517,4244151,3724363,2332867,F,60세이상,055
623,00624,3276223,2668408,2558654,2581962,F,60세이상,049
624,00625,2213030,2867990,1998920,2987360,F,60세이상,016
625,00626,2072823,2080301,1739601,2772221,F,60세이상,210
626,00627,3939684,10384193,9096486,6299213,F,60세이상,100
627,00628,7713606,7057812,8121744,4725867,F,60세이상,024
628,00629,4534048,5101891,4557373,6881870,F,60세이상,100
629,00630,13529090,11573420,6533716,3244005,F,60세이상,055
630,00631,12173940,20331450,17952380,14437960,F,60세이상,082
631,00632,4033295,5624980,2445434,10522720,F,60세이상,460
632,00633,22297447,30454575,31932061,37933433,M,55세~59세,047
633,00634,11358710,7549080,8636500,7007280,F,60세이상,100
634,00635,58182020,51803782,10927716,30228850,F,60세이상,100
635,00636,11229017,7022950,2394550,2356550,F,60세이상,087
636,00637,8689078,13467259,22674350,14635379,F,60세이상,024
637,00638,11167310,33917323,12412955,13318797,F,60세이상,045
638,00639,11661718,12844218,14933983,12706611,F,60세이상,060
639,00640,33395360,15336619,56243170,27544366,F,60세이상,013
640,00641,22489020,44197840,37626860,72277861,M,60세이상,460
641,00642,11158900,13613010,16226314,13524730,F,60세이상,060
642,00643,11216650,5509680,8038073,6963251,F,60세이상,060
643,00644,3254044,7186915,5227491,2200913,F,60세이상,060
644,00645,74121874,57305578,64657520,47312364,F,60세이상,055
645,00646,4895813,5663081,6188125,4748031,F,60세이상,049
646,00647,2392678,2867757,3686665,2823055,F,60세이상,060
647,00648,12291240,10650860,9312910,7742188,F,60세이상,055
648,00649,3593350,1612390,3859520,3960790,F,60세이상,013
649,00650,1730737,2742325,718567,1209236,M,60세이상,100
650,00651,7030240,6757540,7502180,7834230,F,60세이상,027
651,00652,12373530,8085430,17159950,20089406,F,60세이상,540
652,00653,2025469,2617305,3257179,3303980,F,60세이상,500
653,00654,5644378,21263363,17458032,22704550,F,60세이상,030
654,00655,2379176,2360871,2216991,2075312,F,60세이상,049
655,00656,17843670,22837630,22344990,44107760,F,60세이상,410
656,00657,22301392,18671280,13154840,20137720,F,60세이상,100
657,00658,6679321,6156572,5777888,3250862,M,60세이상,016
658,00659,1873820,1793063,1955524,1959424,F,60세이상,043
659,00660,2802796,3090834,2895858,2846296,F,60세이상,340
660,00661,11637262,8391242,15186667,6117370,F,60세이상,016
661,00662,3044584,2571921,3374670,3190031,M,60세이상,100
662,00663,1983963,1973575,2323920,3184089,M,60세이상,100
663,00664,35351260,33443310,33605410,32391490,F,60세이상,100
664,00665,6070405,6154990,6843884,8262139,F,60세이상,049
665,00666,1622588,1597351,3176033,2913702,F,60세이상,410
666,00667,14215484,18068039,10064252,7064470,F,60세이상,100
667,00668,3014007,4760209,2893881,702030,F,60세이상,100
668,00669,26395189,16078030,5777160,4749350,M,60세이상,460
669,00670,68265447,55894077,66432963,82203405,F,60세이상,100
670,00671,3827439,3400279,2882793,2420990,F,60세이상,460
671,00672,6495530,17383700,5253660,29866480,F,60세이상,460
672,00673,15891470,15682930,29317030,13248130,F,60세이상,100
673,00674,33248117,18102590,18232730,16944710,F,60세이상,013
674,00675,3560113,6695675,5832889,5360059,M,60세이상,055
675,00676,76527260,91925740,29211410,38096120,F,60세이상,100
676,00677,4602220,3064256,9991920,4430230,M,60세이상,055
677,00678,2417158,2385748,2953694,2434101,M,60세이상,100
678,00679,3648435,4235135,3175818,3372830,F,60세이상,060
679,00680,4889899,5976673,4998113,5051727,F,60세이상,052
680,00681,8856890,10397920,3779250,5260940,M,60세이상,100
681,00682,3559920,3142500,2516256,2357097,F,60세이상,100
682,00683,4642769,2996098,3377445,4093710,M,60세이상,055
683,00684,2005420,4880810,3967680,2501997,F,60세이상,087
684,00685,4068180,3778917,3512760,4303739,F,60세이상,036
685,00686,12568650,10065974,3954508,12075360,F,60세이상,100
686,00687,6486780,4671708,8675340,7371882,F,60세이상,065
687,00688,1157613,2223632,2348431,2049082,F,60세이상,055
688,00689,7298910,10342450,33680650,6309090,F,60세이상,410
689,00690,10112337,13472002,32673754,15886423,F,60세이상,013
690,00691,9648148,18342018,15935064,18351242,F,60세이상,460
691,00692,2861601,10832354,4523993,4739565,F,60세이상,049
692,00693,26685073,32165467,34398190,35556870,F,60세이상,055
693,00694,15207986,18022289,11526880,45083734,F,60세이상,460
694,00695,9787264,11824688,9206960,9158770,M,60세이상,610
695,00696,4841420,7626500,1185850,3646510,F,60세이상,100
696,00697,8497940,5444920,10345280,10001740,M,60세이상,049
697,00698,9828978,14098360,23594630,21683760,F,60세이상,100
698,00699,3932062,2720955,2274727,2119277,F,60세이상,540
699,00700,2778054,3364243,2414074,2592965,F,60세이상,060
700,00701,26769027,39515671,45309118,81026195,M,60세이상,060
701,00702,2087722,1378741,2432752,2220523,F,60세이상,013
702,00703,8212960,8806090,7721610,6165380,F,60세이상,016
703,00704,9496383,10605240,10212424,37049301,F,60세이상,100
704,00705,3770033,2369495,3326811,3923333,F,60세이상,100
705,00706,2494235,3581031,2801205,2316662,F,60세이상,055
706,00707,11914080,10306300,12618670,19704120,F,60세이상,047
707,00708,28693855,14060023,37424256,29597527,F,60세이상,210
708,00709,11510496,13266580,12109330,6100018,F,60세이상,016
709,00710,3962449,5135012,5447379,4071191,F,60세이상,072
710,00711,16610900,11767070,15867090,11476820,F,60세이상,460
711,00712,15333447,10054087,13476936,22207155,F,60세이상,100
712,00713,22852390,19877230,26553472,26159213,F,60세이상,210
713,00714,2206648,2639520,3451903,3085222,F,60세이상,100
714,00715,29194967,21763762,24968110,30463660,F,60세이상,010
715,00716,10704878,13600859,6544975,22178300,F,60세이상,100
716,00717,38467770,13227410,11378310,13861320,F,60세이상,043
717,00718,8880370,9185899,14679930,5990070,F,60세이상,100
718,00719,2516438,3195506,3579993,4178752,F,60세이상,049
